,pax_id,origin,destination,treq,tdep,ttrav,tarr,tdrop,shareable,schedule_id,dist,car_park_cost,dest_center,ride_id,position,sim_schedule
259,259,44812871,1449050796,2021-11-01 12:31:34,,0 days 00:05:49,2021-11-01 12:37:23,,False,,3490,7.5,False,259,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481287e+07  NaN   259.0     o
2  1.449051e+09  NaN   259.0     d"
260,260,6248301254,44779306,2021-11-01 12:31:36,,0 days 00:06:39,2021-11-01 12:38:15,,False,,3999,7.5,False,260,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.248301e+09  NaN   260.0     o
2  4.477931e+07  NaN   260.0     d"
261,261,1402734468,4715765487,2021-11-01 12:34:20,,0 days 00:06:19,2021-11-01 12:40:39,,False,,3790,7.5,False,261,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402734e+09  NaN   261.0     o
2  4.715765e+09  NaN   261.0     d"
262,262,1393024904,5353328924,2021-11-01 12:34:26,,0 days 00:06:16,2021-11-01 12:40:42,,False,,3765,7.5,False,262,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.393025e+09  NaN   262.0     o
2  5.353329e+09  NaN   262.0     d"
263,263,44729058,1569648456,2021-11-01 12:35:13,,0 days 00:06:52,2021-11-01 12:42:05,,False,,4121,7.5,False,263,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.472906e+07  NaN   263.0     o
2  1.569648e+09  NaN   263.0     d"
264,264,1569975372,44839603,2021-11-01 12:36:06,,0 days 00:03:51,2021-11-01 12:39:57,,False,,2314,7.5,False,264,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.569975e+09  NaN   264.0     o
2  4.483960e+07  NaN   264.0     d"
265,265,44713428,44782008,2021-11-01 12:36:06,,0 days 00:04:33,2021-11-01 12:40:39,,False,,2734,7.5,False,265,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44713428.0  NaN   265.0     o
2  44782008.0  NaN   265.0     d"
266,266,1608998330,4261101335,2021-11-01 12:36:45,,0 days 00:05:30,2021-11-01 12:42:15,,False,,3302,7.5,False,266,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.608998e+09  NaN   266.0     o
2  4.261101e+09  NaN   266.0     d"
267,267,44875431,1510592129,2021-11-01 12:36:52,,0 days 00:06:53,2021-11-01 12:43:45,,False,,4139,7.5,False,267,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.487543e+07  NaN   267.0     o
2  1.510592e+09  NaN   267.0     d"
268,268,1615493865,44790565,2021-11-01 12:37:51,,0 days 00:03:58,2021-11-01 12:41:49,,False,,2387,7.5,False,268,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.615494e+09  NaN   268.0     o
2  4.479056e+07  NaN   268.0     d"
269,269,4246212797,44779743,2021-11-01 12:39:03,,0 days 00:04:46,2021-11-01 12:43:49,,False,,2869,7.5,False,269,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.246213e+09  NaN   269.0     o
2  4.477974e+07  NaN   269.0     d"
270,270,1576745682,2106976157,2021-11-01 12:39:10,,0 days 00:04:25,2021-11-01 12:43:35,,False,,2655,7.5,False,270,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.576746e+09  NaN   270.0     o
2  2.106976e+09  NaN   270.0     d"
271,271,1584596445,44838391,2021-11-01 12:40:21,,0 days 00:06:30,2021-11-01 12:46:51,,False,,3909,7.5,False,271,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584596e+09  NaN   271.0     o
2  4.483839e+07  NaN   271.0     d"
272,272,44806814,44841079,2021-11-01 12:42:02,,0 days 00:05:14,2021-11-01 12:47:16,,False,,3144,7.5,False,272,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44806814.0  NaN   272.0     o
2  44841079.0  NaN   272.0     d"
273,273,1580679747,630742373,2021-11-01 12:42:15,,0 days 00:04:07,2021-11-01 12:46:22,,False,,2478,7.5,False,273,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.580680e+09  NaN   273.0     o
2  6.307424e+08  NaN   273.0     d"
274,274,5356459943,44857676,2021-11-01 12:42:34,,0 days 00:03:46,2021-11-01 12:46:20,,False,,2266,7.5,False,274,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.356460e+09  NaN   274.0     o
2  4.485768e+07  NaN   274.0     d"
275,275,44852053,1448535880,2021-11-01 12:43:08,,0 days 00:04:46,2021-11-01 12:47:54,,False,,2861,7.5,False,275,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485205e+07  NaN   275.0     o
2  1.448536e+09  NaN   275.0     d"
276,276,44812020,3201816976,2021-11-01 12:45:24,,0 days 00:05:28,2021-11-01 12:50:52,,False,,3289,7.5,False,276,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481202e+07  NaN   276.0     o
2  3.201817e+09  NaN   276.0     d"
277,277,44852792,4349049062,2021-11-01 12:45:54,,0 days 00:03:51,2021-11-01 12:49:45,,False,,2317,7.5,False,277,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485279e+07  NaN   277.0     o
2  4.349049e+09  NaN   277.0     d"
278,278,244183905,44802443,2021-11-01 12:46:10,,0 days 00:04:00,2021-11-01 12:50:10,,False,,2409,7.5,False,278,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  244183905.0  NaN   278.0     o
2   44802443.0  NaN   278.0     d"
279,279,365993500,44809060,2021-11-01 12:47:56,,0 days 00:04:40,2021-11-01 12:52:36,,False,,2802,7.5,False,279,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  365993500.0  NaN   279.0     o
2   44809060.0  NaN   279.0     d"
280,280,44835823,1571093185,2021-11-01 12:51:13,,0 days 00:04:00,2021-11-01 12:55:13,,False,,2407,7.5,False,280,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.483582e+07  NaN   280.0     o
2  1.571093e+09  NaN   280.0     d"
281,281,1402771602,44852796,2021-11-01 12:51:39,,0 days 00:08:51,2021-11-01 13:00:30,,False,,5314,7.5,False,281,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402772e+09  NaN   281.0     o
2  4.485280e+07  NaN   281.0     d"
282,282,2595466387,44815814,2021-11-01 12:52:46,,0 days 00:03:20,2021-11-01 12:56:06,,False,,2009,7.5,False,282,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.595466e+09  NaN   282.0     o
2  4.481581e+07  NaN   282.0     d"
283,283,1436427094,44832709,2021-11-01 12:53:10,,0 days 00:03:29,2021-11-01 12:56:39,,False,,2092,7.5,False,283,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.436427e+09  NaN   283.0     o
2  4.483271e+07  NaN   283.0     d"
284,284,1840078410,1530303664,2021-11-01 12:54:08,,0 days 00:03:26,2021-11-01 12:57:34,,False,,2061,7.5,False,284,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.840078e+09  NaN   284.0     o
2  1.530304e+09  NaN   284.0     d"
285,285,1519889795,5119873482,2021-11-01 12:55:51,,0 days 00:06:28,2021-11-01 13:02:19,,False,,3880,7.5,False,285,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.519890e+09  NaN   285.0     o
2  5.119873e+09  NaN   285.0     d"
286,286,1517579041,44838797,2021-11-01 12:55:57,,0 days 00:03:52,2021-11-01 12:59:49,,False,,2322,7.5,False,286,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.517579e+09  NaN   286.0     o
2  4.483880e+07  NaN   286.0     d"
287,287,1584637042,4349049083,2021-11-01 12:56:27,,0 days 00:05:28,2021-11-01 13:01:55,,False,,3288,7.5,False,287,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584637e+09  NaN   287.0     o
2  4.349049e+09  NaN   287.0     d"
288,288,4986579668,44812870,2021-11-01 12:57:29,,0 days 00:06:38,2021-11-01 13:04:07,,False,,3980,7.5,False,288,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.986580e+09  NaN   288.0     o
2  4.481287e+07  NaN   288.0     d"
289,289,1436427185,44835265,2021-11-01 12:58:21,,0 days 00:03:32,2021-11-01 13:01:53,,False,,2120,7.5,False,289,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.436427e+09  NaN   289.0     o
2  4.483526e+07  NaN   289.0     d"
290,290,44843109,5079641539,2021-11-01 12:59:17,,0 days 00:03:58,2021-11-01 13:03:15,,False,,2389,7.5,False,290,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484311e+07  NaN   290.0     o
2  5.079642e+09  NaN   290.0     d"
291,291,30016684,1391531612,2021-11-01 13:00:00,,0 days 00:06:56,2021-11-01 13:06:56,,False,,4160,7.5,False,291,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.001668e+07  NaN   291.0     o
2  1.391532e+09  NaN   291.0     d"
292,292,3420136000,44862991,2021-11-01 13:00:42,,0 days 00:04:57,2021-11-01 13:05:39,,False,,2971,7.5,False,292,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.420136e+09  NaN   292.0     o
2  4.486299e+07  NaN   292.0     d"
293,293,7229895330,1580650064,2021-11-01 13:00:50,,0 days 00:06:38,2021-11-01 13:07:28,,False,,3986,7.5,False,293,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.229895e+09  NaN   293.0     o
2  1.580650e+09  NaN   293.0     d"
294,294,3377240345,1530303693,2021-11-01 13:01:39,,0 days 00:04:10,2021-11-01 13:05:49,,False,,2501,7.5,False,294,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.377240e+09  NaN   294.0     o
2  1.530304e+09  NaN   294.0     d"
295,295,44865435,1448535850,2021-11-01 13:01:47,,0 days 00:09:25,2021-11-01 13:11:12,,False,,5650,7.5,False,295,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.486544e+07  NaN   295.0     o
2  1.448536e+09  NaN   295.0     d"
296,296,715714846,44846574,2021-11-01 13:02:59,,0 days 00:03:41,2021-11-01 13:06:40,,False,,2212,7.5,False,296,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  715714846.0  NaN   296.0     o
2   44846574.0  NaN   296.0     d"
297,297,4244384215,1448535880,2021-11-01 13:03:00,,0 days 00:03:42,2021-11-01 13:06:42,,False,,2221,7.5,False,297,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.244384e+09  NaN   297.0     o
2  1.448536e+09  NaN   297.0     d"
298,298,44864084,1269112834,2021-11-01 13:04:42,,0 days 00:05:50,2021-11-01 13:10:32,,False,,3501,7.5,False,298,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.486408e+07  NaN   298.0     o
2  1.269113e+09  NaN   298.0     d"
299,299,5264539952,3685740890,2021-11-01 13:04:48,,0 days 00:04:23,2021-11-01 13:09:11,,False,,2632,7.5,False,299,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.264540e+09  NaN   299.0     o
2  3.685741e+09  NaN   299.0     d"
300,300,1530303598,1421472390,2021-11-01 13:05:46,,0 days 00:03:54,2021-11-01 13:09:40,,False,,2347,7.5,False,300,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.530304e+09  NaN   300.0     o
2  1.421472e+09  NaN   300.0     d"
301,301,3669218076,1558185453,2021-11-01 13:06:19,,0 days 00:07:13,2021-11-01 13:13:32,,False,,4339,7.5,False,301,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.669218e+09  NaN   301.0     o
2  1.558185e+09  NaN   301.0     d"
302,302,3510592637,44818951,2021-11-01 13:06:56,,0 days 00:05:08,2021-11-01 13:12:04,,False,,3082,7.5,False,302,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.510593e+09  NaN   302.0     o
2  4.481895e+07  NaN   302.0     d"
303,303,44857299,44847009,2021-11-01 13:07:01,,0 days 00:04:36,2021-11-01 13:11:37,,False,,2768,7.5,False,303,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44857299.0  NaN   303.0     o
2  44847009.0  NaN   303.0     d"
304,304,44831011,44817443,2021-11-01 13:07:16,,0 days 00:04:00,2021-11-01 13:11:16,,False,,2407,7.5,False,304,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44831011.0  NaN   304.0     o
2  44817443.0  NaN   304.0     d"
305,305,582004773,7119303875,2021-11-01 13:07:29,,0 days 00:04:30,2021-11-01 13:11:59,,False,,2707,7.5,False,305,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.820048e+08  NaN   305.0     o
2  7.119304e+09  NaN   305.0     d"
306,306,1435362462,1620840079,2021-11-01 13:08:13,,0 days 00:04:29,2021-11-01 13:12:42,,False,,2699,7.5,False,306,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435362e+09  NaN   306.0     o
2  1.620840e+09  NaN   306.0     d"
307,307,4017942939,1366634977,2021-11-01 13:11:31,,0 days 00:03:33,2021-11-01 13:15:04,,False,,2135,7.5,False,307,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.017943e+09  NaN   307.0     o
2  1.366635e+09  NaN   307.0     d"
308,308,4474353184,4300758653,2021-11-01 13:12:06,,0 days 00:04:02,2021-11-01 13:16:08,,False,,2424,7.5,False,308,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.474353e+09  NaN   308.0     o
2  4.300759e+09  NaN   308.0     d"
309,309,4244308801,2177111542,2021-11-01 13:12:27,,0 days 00:03:23,2021-11-01 13:15:50,,False,,2031,7.5,False,309,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.244309e+09  NaN   309.0     o
2  2.177112e+09  NaN   309.0     d"
310,310,44898446,44823645,2021-11-01 13:14:04,,0 days 00:04:08,2021-11-01 13:18:12,,False,,2482,7.5,False,310,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44898446.0  NaN   310.0     o
2  44823645.0  NaN   310.0     d"
311,311,1569975455,44812020,2021-11-01 13:14:58,,0 days 00:03:48,2021-11-01 13:18:46,,False,,2286,7.5,False,311,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.569975e+09  NaN   311.0     o
2  4.481202e+07  NaN   311.0     d"
312,312,1803176443,1576641163,2021-11-01 13:15:30,,0 days 00:04:56,2021-11-01 13:20:26,,False,,2968,7.5,False,312,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.803176e+09  NaN   312.0     o
2  1.576641e+09  NaN   312.0     d"
313,313,1608998181,44768937,2021-11-01 13:18:41,,0 days 00:04:25,2021-11-01 13:23:06,,False,,2656,7.5,False,313,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.608998e+09  NaN   313.0     o
2  4.476894e+07  NaN   313.0     d"
314,314,1390232505,4244308801,2021-11-01 13:19:06,,0 days 00:03:23,2021-11-01 13:22:29,,False,,2032,7.5,False,314,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.390233e+09  NaN   314.0     o
2  4.244309e+09  NaN   314.0     d"
315,315,3452720263,1435362501,2021-11-01 13:20:19,,0 days 00:03:27,2021-11-01 13:23:46,,False,,2073,7.5,False,315,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.452720e+09  NaN   315.0     o
2  1.435363e+09  NaN   315.0     d"
316,316,260125198,1402668039,2021-11-01 13:22:32,,0 days 00:05:49,2021-11-01 13:28:21,,False,,3491,7.5,False,316,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.601252e+08  NaN   316.0     o
2  1.402668e+09  NaN   316.0     d"
317,317,44882710,44753493,2021-11-01 13:24:09,,0 days 00:08:05,2021-11-01 13:32:14,,False,,4857,7.5,False,317,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44882710.0  NaN   317.0     o
2  44753493.0  NaN   317.0     d"
318,318,1679761119,44822066,2021-11-01 13:24:44,,0 days 00:05:28,2021-11-01 13:30:12,,False,,3280,7.5,False,318,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN   318.0     o
2  4.482207e+07  NaN   318.0     d"
319,319,1934419111,2374392592,2021-11-01 13:24:51,,0 days 00:07:36,2021-11-01 13:32:27,,False,,4565,7.5,False,319,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.934419e+09  NaN   319.0     o
2  2.374393e+09  NaN   319.0     d"
320,320,2296738292,311132084,2021-11-01 13:25:16,,0 days 00:03:38,2021-11-01 13:28:54,,False,,2185,7.5,False,320,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.296738e+09  NaN   320.0     o
2  3.111321e+08  NaN   320.0     d"
321,321,44759018,44822077,2021-11-01 13:25:35,,0 days 00:03:29,2021-11-01 13:29:04,,False,,2096,7.5,False,321,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44759018.0  NaN   321.0     o
2  44822077.0  NaN   321.0     d"
322,322,44843624,1413910876,2021-11-01 13:26:35,,0 days 00:03:40,2021-11-01 13:30:15,,False,,2207,7.5,False,322,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484362e+07  NaN   322.0     o
2  1.413911e+09  NaN   322.0     d"
323,323,1436427185,2323108159,2021-11-01 13:26:43,,0 days 00:03:21,2021-11-01 13:30:04,,False,,2018,7.5,False,323,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.436427e+09  NaN   323.0     o
2  2.323108e+09  NaN   323.0     d"
324,324,44831889,44779745,2021-11-01 13:28:46,,0 days 00:03:56,2021-11-01 13:32:42,,False,,2365,7.5,False,324,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44831889.0  NaN   324.0     o
2  44779745.0  NaN   324.0     d"
325,325,44839614,44741866,2021-11-01 13:30:12,,0 days 00:06:33,2021-11-01 13:36:45,,False,,3938,7.5,False,325,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44839614.0  NaN   325.0     o
2  44741866.0  NaN   325.0     d"
326,326,7229895330,4261101421,2021-11-01 13:31:01,,0 days 00:04:17,2021-11-01 13:35:18,,False,,2578,7.5,False,326,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.229895e+09  NaN   326.0     o
2  4.261101e+09  NaN   326.0     d"
327,327,44840453,2587864260,2021-11-01 13:33:27,,0 days 00:03:30,2021-11-01 13:36:57,,False,,2102,7.5,False,327,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484045e+07  NaN   327.0     o
2  2.587864e+09  NaN   327.0     d"
328,328,1584502773,4552156086,2021-11-01 13:33:31,,0 days 00:05:13,2021-11-01 13:38:44,,False,,3134,7.5,False,328,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584503e+09  NaN   328.0     o
2  4.552156e+09  NaN   328.0     d"
329,329,44844070,1258470848,2021-11-01 13:33:48,,0 days 00:03:49,2021-11-01 13:37:37,,False,,2296,7.5,False,329,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484407e+07  NaN   329.0     o
2  1.258471e+09  NaN   329.0     d"
330,330,7399789770,1433963034,2021-11-01 13:35:15,,0 days 00:05:12,2021-11-01 13:40:27,,False,,3120,7.5,False,330,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.399790e+09  NaN   330.0     o
2  1.433963e+09  NaN   330.0     d"
331,331,44868826,5124546103,2021-11-01 13:36:47,,0 days 00:04:49,2021-11-01 13:41:36,,False,,2894,7.5,False,331,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.486883e+07  NaN   331.0     o
2  5.124546e+09  NaN   331.0     d"
332,332,1435362342,44834678,2021-11-01 13:38:53,,0 days 00:06:05,2021-11-01 13:44:58,,False,,3650,7.5,False,332,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435362e+09  NaN   332.0     o
2  4.483468e+07  NaN   332.0     d"
333,333,1402771664,44817455,2021-11-01 13:40:37,,0 days 00:06:15,2021-11-01 13:46:52,,False,,3755,7.5,False,333,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402772e+09  NaN   333.0     o
2  4.481746e+07  NaN   333.0     d"
334,334,1435362481,672983381,2021-11-01 13:40:49,,0 days 00:05:48,2021-11-01 13:46:37,,False,,3482,7.5,False,334,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435362e+09  NaN   334.0     o
2  6.729834e+08  NaN   334.0     d"
335,335,44791815,1322498369,2021-11-01 13:42:13,,0 days 00:07:25,2021-11-01 13:49:38,,False,,4459,7.5,False,335,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.479182e+07  NaN   335.0     o
2  1.322498e+09  NaN   335.0     d"
336,336,1569975130,44872840,2021-11-01 13:42:28,,0 days 00:06:00,2021-11-01 13:48:28,,False,,3605,7.5,False,336,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.569975e+09  NaN   336.0     o
2  4.487284e+07  NaN   336.0     d"
337,337,44899446,44843122,2021-11-01 13:43:36,,0 days 00:04:05,2021-11-01 13:47:41,,False,,2452,7.5,False,337,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44899446.0  NaN   337.0     o
2  44843122.0  NaN   337.0     d"
338,338,1433963035,5159209866,2021-11-01 13:43:39,,0 days 00:03:40,2021-11-01 13:47:19,,False,,2204,7.5,False,338,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.433963e+09  NaN   338.0     o
2  5.159210e+09  NaN   338.0     d"
339,339,4176994573,44808020,2021-11-01 13:43:45,,0 days 00:03:25,2021-11-01 13:47:10,,False,,2057,7.5,False,339,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.176995e+09  NaN   339.0     o
2  4.480802e+07  NaN   339.0     d"
340,340,44829650,1402734947,2021-11-01 13:45:41,,0 days 00:04:49,2021-11-01 13:50:30,,False,,2897,7.5,False,340,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.482965e+07  NaN   340.0     o
2  1.402735e+09  NaN   340.0     d"
341,341,44864995,44814383,2021-11-01 13:45:52,,0 days 00:04:59,2021-11-01 13:50:51,,False,,2994,7.5,False,341,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44864995.0  NaN   341.0     o
2  44814383.0  NaN   341.0     d"
342,342,3201816984,1571087942,2021-11-01 13:46:04,,0 days 00:05:31,2021-11-01 13:51:35,,False,,3318,7.5,False,342,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.201817e+09  NaN   342.0     o
2  1.571088e+09  NaN   342.0     d"
343,343,2612573901,44823643,2021-11-01 13:46:28,,0 days 00:04:31,2021-11-01 13:50:59,,False,,2712,7.5,False,343,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.612574e+09  NaN   343.0     o
2  4.482364e+07  NaN   343.0     d"
344,344,44779306,1435362342,2021-11-01 13:48:26,,0 days 00:05:11,2021-11-01 13:53:37,,False,,3112,7.5,False,344,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.477931e+07  NaN   344.0     o
2  1.435362e+09  NaN   344.0     d"
345,345,1402734944,44823646,2021-11-01 13:48:49,,0 days 00:04:22,2021-11-01 13:53:11,,False,,2622,7.5,False,345,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN   345.0     o
2  4.482365e+07  NaN   345.0     d"
346,346,1435362502,44735526,2021-11-01 13:48:51,,0 days 00:07:04,2021-11-01 13:55:55,,False,,4246,7.5,False,346,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435363e+09  NaN   346.0     o
2  4.473553e+07  NaN   346.0     d"
347,347,552370944,44836973,2021-11-01 13:49:45,,0 days 00:03:30,2021-11-01 13:53:15,,False,,2108,7.5,False,347,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  552370944.0  NaN   347.0     o
2   44836973.0  NaN   347.0     d"
348,348,1448535914,1830076520,2021-11-01 13:49:57,,0 days 00:03:26,2021-11-01 13:53:23,,False,,2060,7.5,False,348,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN   348.0     o
2  1.830077e+09  NaN   348.0     d"
349,349,1530303630,1413910874,2021-11-01 13:51:21,,0 days 00:04:05,2021-11-01 13:55:26,,False,,2459,7.5,False,349,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.530304e+09  NaN   349.0     o
2  1.413911e+09  NaN   349.0     d"
350,350,44847005,1413910851,2021-11-01 13:51:39,,0 days 00:03:50,2021-11-01 13:55:29,,False,,2309,7.5,False,350,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.484700e+07  NaN   350.0     o
2  1.413911e+09  NaN   350.0     d"
351,351,44818949,44754789,2021-11-01 13:52:24,,0 days 00:05:24,2021-11-01 13:57:48,,False,,3242,7.5,False,351,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44818949.0  NaN   351.0     o
2  44754789.0  NaN   351.0     d"
352,352,970525366,3377240340,2021-11-01 13:53:44,,0 days 00:04:47,2021-11-01 13:58:31,,False,,2875,7.5,False,352,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  9.705254e+08  NaN   352.0     o
2  3.377240e+09  NaN   352.0     d"
353,353,44857676,44825833,2021-11-01 13:54:34,,0 days 00:03:25,2021-11-01 13:57:59,,False,,2056,7.5,False,353,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44857676.0  NaN   353.0     o
2  44825833.0  NaN   353.0     d"
354,354,736761133,44724090,2021-11-01 13:56:40,,0 days 00:06:24,2021-11-01 14:03:04,,False,,3842,7.5,False,354,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  736761133.0  NaN   354.0     o
2   44724090.0  NaN   354.0     d"
355,355,5159209866,1413911137,2021-11-01 13:57:51,,0 days 00:04:14,2021-11-01 14:02:05,,False,,2546,7.5,False,355,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.159210e+09  NaN   355.0     o
2  1.413911e+09  NaN   355.0     d"
356,356,1402771499,44808574,2021-11-01 13:58:28,,0 days 00:05:52,2021-11-01 14:04:20,,False,,3526,7.5,False,356,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402771e+09  NaN   356.0     o
2  4.480857e+07  NaN   356.0     d"
357,357,1371031395,1413910851,2021-11-01 13:58:49,,0 days 00:04:20,2021-11-01 14:03:09,,False,,2606,7.5,False,357,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.371031e+09  NaN   357.0     o
2  1.413911e+09  NaN   357.0     d"
358,358,44833595,2408303441,2021-11-01 13:59:45,,0 days 00:04:00,2021-11-01 14:03:45,,False,,2406,7.5,False,358,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.483360e+07  NaN   358.0     o
2  2.408303e+09  NaN   358.0     d"
359,359,5172677176,645582410,2021-11-01 14:00:48,,0 days 00:03:32,2021-11-01 14:04:20,,False,,2125,7.5,False,359,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.172677e+09  NaN   359.0     o
2  6.455824e+08  NaN   359.0     d"
360,360,1436427166,1584562931,2021-11-01 14:01:07,,0 days 00:04:05,2021-11-01 14:05:12,,False,,2459,7.5,False,360,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.436427e+09  NaN   360.0     o
2  1.584563e+09  NaN   360.0     d"
361,361,44727438,568743900,2021-11-01 14:02:06,,0 days 00:07:12,2021-11-01 14:09:18,,False,,4328,7.5,False,361,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44727438.0  NaN   361.0     o
2  568743900.0  NaN   361.0     d"
