,pax_id,origin,destination,treq,tdep,ttrav,tarr,tdrop,shareable,schedule_id,dist,car_park_cost,dest_center,platform,ride_id,position,sim_schedule
0,0,2635624116,1258470957,2023-06-24 08:52:10,,0 days 00:04:55,2023-06-24 08:57:05,,False,,2958,7.5,False,100,0,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.635624e+09  NaN     0.0     o
2  1.258471e+09  NaN     0.0     d"
1,1,44761817,44837765,2023-06-24 08:52:11,,0 days 00:03:56,2023-06-24 08:56:07,,False,,2368,7.5,False,100,1,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44761817.0  NaN     1.0     o
2  44837765.0  NaN     1.0     d"
2,2,565046998,44874703,2023-06-24 08:52:23,,0 days 00:04:33,2023-06-24 08:56:56,,False,,2733,7.5,False,100,2,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  565046998.0  NaN     2.0     o
2   44874703.0  NaN     2.0     d"
3,3,44855665,7399789767,2023-06-24 08:53:42,,0 days 00:05:35,2023-06-24 08:59:17,,False,,3359,7.5,False,100,3,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485566e+07  NaN     3.0     o
2  7.399790e+09  NaN     3.0     d"
4,4,3669218094,1571091924,2023-06-24 08:54:07,,0 days 00:05:42,2023-06-24 08:59:49,,False,,3425,7.5,False,100,4,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.669218e+09  NaN     4.0     o
2  1.571092e+09  NaN     4.0     d"
5,5,271397035,44827063,2023-06-24 08:54:12,,0 days 00:06:27,2023-06-24 09:00:39,,False,,3871,7.5,False,100,5,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  271397035.0  NaN     5.0     o
2   44827063.0  NaN     5.0     d"
6,6,1433963033,3377240326,2023-06-24 08:56:20,,0 days 00:04:38,2023-06-24 09:00:58,,False,,2785,7.5,False,100,6,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.433963e+09  NaN     6.0     o
2  3.377240e+09  NaN     6.0     d"
7,7,617806644,44840008,2023-06-24 08:56:32,,0 days 00:03:48,2023-06-24 09:00:20,,False,,2288,7.5,False,100,7,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  617806644.0  NaN     7.0     o
2   44840008.0  NaN     7.0     d"
8,8,3201816976,1413910861,2023-06-24 08:56:43,,0 days 00:04:51,2023-06-24 09:01:34,,False,,2910,7.5,False,100,8,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.201817e+09  NaN     8.0     o
2  1.413911e+09  NaN     8.0     d"
9,9,44776713,44860709,2023-06-24 08:58:01,,0 days 00:05:07,2023-06-24 09:03:08,,False,,3075,7.5,False,100,9,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44776713.0  NaN     9.0     o
2  44860709.0  NaN     9.0     d"
10,10,3201816977,1552650842,2023-06-24 08:58:23,,0 days 00:05:49,2023-06-24 09:04:12,,False,,3499,7.5,False,100,10,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.201817e+09  NaN    10.0     o
2  1.552651e+09  NaN    10.0     d"
11,11,735308421,44835261,2023-06-24 08:58:30,,0 days 00:08:00,2023-06-24 09:06:30,,False,,4804,7.5,False,100,11,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  735308421.0  NaN    11.0     o
2   44835261.0  NaN    11.0     d"
12,12,1371031395,7003131561,2023-06-24 09:01:31,,0 days 00:03:56,2023-06-24 09:05:27,,False,,2366,7.5,False,100,12,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.371031e+09  NaN    12.0     o
2  7.003132e+09  NaN    12.0     d"
13,13,1435362503,8186855657,2023-06-24 09:02:34,,0 days 00:08:18,2023-06-24 09:10:52,,False,,4989,7.5,False,100,13,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435363e+09  NaN    13.0     o
2  8.186856e+09  NaN    13.0     d"
14,14,44763122,44819704,2023-06-24 09:05:16,,0 days 00:03:29,2023-06-24 09:08:45,,False,,2090,7.5,False,100,14,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44763122.0  NaN    14.0     o
2  44819704.0  NaN    14.0     d"
15,15,4986579681,1530303598,2023-06-24 09:05:48,,0 days 00:06:57,2023-06-24 09:12:45,,False,,4179,7.5,False,100,15,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.986580e+09  NaN    15.0     o
2  1.530304e+09  NaN    15.0     d"
16,16,44837714,44812020,2023-06-24 09:06:20,,0 days 00:04:50,2023-06-24 09:11:10,,False,,2907,7.5,False,100,16,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44837714.0  NaN    16.0     o
2  44812020.0  NaN    16.0     d"
17,17,1448535732,265090310,2023-06-24 09:07:14,,0 days 00:05:59,2023-06-24 09:13:13,,False,,3599,7.5,False,100,17,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN    17.0     o
2  2.650903e+08  NaN    17.0     d"
18,18,630742373,1448535917,2023-06-24 09:07:22,,0 days 00:03:58,2023-06-24 09:11:20,,False,,2384,7.5,False,100,18,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.307424e+08  NaN    18.0     o
2  1.448536e+09  NaN    18.0     d"
19,19,1569975179,1568976634,2023-06-24 09:07:44,,0 days 00:03:41,2023-06-24 09:11:25,,False,,2218,7.5,False,100,19,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.569975e+09  NaN    19.0     o
2  1.568977e+09  NaN    19.0     d"
20,20,1385072819,44839179,2023-06-24 09:08:03,,0 days 00:05:01,2023-06-24 09:13:04,,False,,3010,7.5,False,100,20,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.385073e+09  NaN    20.0     o
2  4.483918e+07  NaN    20.0     d"
21,21,1402734990,2374392592,2023-06-24 09:08:38,,0 days 00:06:46,2023-06-24 09:15:24,,False,,4060,7.5,False,100,21,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN    21.0     o
2  2.374393e+09  NaN    21.0     d"
22,22,1800461536,44841563,2023-06-24 09:09:51,,0 days 00:07:56,2023-06-24 09:17:47,,False,,4760,7.5,False,100,22,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.800462e+09  NaN    22.0     o
2  4.484156e+07  NaN    22.0     d"
23,23,4862057241,1402734822,2023-06-24 09:09:58,,0 days 00:04:31,2023-06-24 09:14:29,,False,,2715,7.5,False,100,23,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.862057e+09  NaN    23.0     o
2  1.402735e+09  NaN    23.0     d"
24,24,44831010,894421661,2023-06-24 09:10:35,,0 days 00:04:26,2023-06-24 09:15:01,,False,,2665,7.5,False,100,24,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44831010.0  NaN    24.0     o
2  894421661.0  NaN    24.0     d"
25,25,630742373,1667696847,2023-06-24 09:10:36,,0 days 00:07:33,2023-06-24 09:18:09,,False,,4532,7.5,False,100,25,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.307424e+08  NaN    25.0     o
2  1.667697e+09  NaN    25.0     d"
26,26,44869235,565034413,2023-06-24 09:11:23,,0 days 00:06:42,2023-06-24 09:18:05,,False,,4024,7.5,False,100,26,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44869235.0  NaN    26.0     o
2  565034413.0  NaN    26.0     d"
27,27,44872123,44774810,2023-06-24 09:11:40,,0 days 00:05:10,2023-06-24 09:16:50,,False,,3109,7.5,False,100,27,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44872123.0  NaN    27.0     o
2  44774810.0  NaN    27.0     d"
28,28,5300707250,1402734930,2023-06-24 09:12:50,,0 days 00:05:07,2023-06-24 09:17:57,,False,,3074,7.5,False,100,28,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.300707e+09  NaN    28.0     o
2  1.402735e+09  NaN    28.0     d"
29,29,44835830,44769389,2023-06-24 09:12:58,,0 days 00:06:22,2023-06-24 09:19:20,,False,,3823,7.5,False,100,29,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44835830.0  NaN    29.0     o
2  44769389.0  NaN    29.0     d"
30,30,44906242,1402734822,2023-06-24 09:13:24,,0 days 00:08:06,2023-06-24 09:21:30,,False,,4864,7.5,False,100,30,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.490624e+07  NaN    30.0     o
2  1.402735e+09  NaN    30.0     d"
31,31,44814118,1436427166,2023-06-24 09:15:35,,0 days 00:04:33,2023-06-24 09:20:08,,False,,2739,7.5,False,100,31,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.481412e+07  NaN    31.0     o
2  1.436427e+09  NaN    31.0     d"
32,32,1530303715,1413910861,2023-06-24 09:18:54,,0 days 00:04:58,2023-06-24 09:23:52,,False,,2982,7.5,False,100,32,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.530304e+09  NaN    32.0     o
2  1.413911e+09  NaN    32.0     d"
33,33,44861489,44808578,2023-06-24 09:19:12,,0 days 00:03:44,2023-06-24 09:22:56,,False,,2244,7.5,False,100,33,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44861489.0  NaN    33.0     o
2  44808578.0  NaN    33.0     d"
34,34,44834683,7003131561,2023-06-24 09:19:26,,0 days 00:06:11,2023-06-24 09:25:37,,False,,3712,7.5,False,100,34,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.483468e+07  NaN    34.0     o
2  7.003132e+09  NaN    34.0     d"
35,35,1402734944,446772563,2023-06-24 09:19:54,,0 days 00:04:09,2023-06-24 09:24:03,,False,,2491,7.5,False,100,35,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN    35.0     o
2  4.467726e+08  NaN    35.0     d"
36,36,44837765,44903734,2023-06-24 09:21:01,,0 days 00:03:48,2023-06-24 09:24:49,,False,,2287,7.5,False,100,36,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44837765.0  NaN    36.0     o
2  44903734.0  NaN    36.0     d"
37,37,1436427187,44843606,2023-06-24 09:21:07,,0 days 00:05:15,2023-06-24 09:26:22,,False,,3155,7.5,False,100,37,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.436427e+09  NaN    37.0     o
2  4.484361e+07  NaN    37.0     d"
38,38,4810005054,1830076518,2023-06-24 09:21:22,,0 days 00:05:21,2023-06-24 09:26:43,,False,,3211,7.5,False,100,38,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.810005e+09  NaN    38.0     o
2  1.830077e+09  NaN    38.0     d"
39,39,44839201,44812291,2023-06-24 09:21:37,,0 days 00:04:03,2023-06-24 09:25:40,,False,,2431,7.5,False,100,39,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44839201.0  NaN    39.0     o
2  44812291.0  NaN    39.0     d"
40,40,1530303600,4986579686,2023-06-24 09:21:40,,0 days 00:06:44,2023-06-24 09:28:24,,False,,4048,7.5,False,100,40,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.530304e+09  NaN    40.0     o
2  4.986580e+09  NaN    40.0     d"
41,41,1448535880,1840078410,2023-06-24 09:23:37,,0 days 00:03:57,2023-06-24 09:27:34,,False,,2377,7.5,False,100,41,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN    41.0     o
2  1.840078e+09  NaN    41.0     d"
42,42,4552156190,626009950,2023-06-24 09:24:36,,0 days 00:04:30,2023-06-24 09:29:06,,False,,2703,7.5,False,100,42,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.552156e+09  NaN    42.0     o
2  6.260100e+08  NaN    42.0     d"
43,43,44868262,4617340492,2023-06-24 09:26:34,,0 days 00:04:35,2023-06-24 09:31:09,,False,,2753,7.5,False,100,43,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.486826e+07  NaN    43.0     o
2  4.617340e+09  NaN    43.0     d"
44,44,44704697,44858835,2023-06-24 09:26:36,,0 days 00:09:32,2023-06-24 09:36:08,,False,,5727,7.5,False,100,44,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44704697.0  NaN    44.0     o
2  44858835.0  NaN    44.0     d"
45,45,44814679,44813852,2023-06-24 09:27:47,,0 days 00:06:31,2023-06-24 09:34:18,,False,,3916,7.5,False,100,45,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44814679.0  NaN    45.0     o
2  44813852.0  NaN    45.0     d"
46,46,1448535730,44817443,2023-06-24 09:28:07,,0 days 00:06:02,2023-06-24 09:34:09,,False,,3626,7.5,False,100,46,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.448536e+09  NaN    46.0     o
2  4.481744e+07  NaN    46.0     d"
47,47,44852052,1413911023,2023-06-24 09:28:15,,0 days 00:03:49,2023-06-24 09:32:04,,False,,2296,7.5,False,100,47,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.485205e+07  NaN    47.0     o
2  1.413911e+09  NaN    47.0     d"
48,48,2599554574,44814383,2023-06-24 09:31:00,,0 days 00:03:29,2023-06-24 09:34:29,,False,,2099,7.5,False,100,48,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.599555e+09  NaN    48.0     o
2  4.481438e+07  NaN    48.0     d"
49,49,1552650403,1391531584,2023-06-24 09:31:37,,0 days 00:03:49,2023-06-24 09:35:26,,False,,2295,7.5,False,100,49,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.552650e+09  NaN    49.0     o
2  1.391532e+09  NaN    49.0     d"
50,50,1519890005,1371031363,2023-06-24 09:32:16,,0 days 00:07:48,2023-06-24 09:40:04,,False,,4688,7.5,False,100,50,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.519890e+09  NaN    50.0     o
2  1.371031e+09  NaN    50.0     d"
51,51,1512025431,3420136000,2023-06-24 09:35:35,,0 days 00:06:06,2023-06-24 09:41:41,,False,,3662,7.5,False,100,51,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.512025e+09  NaN    51.0     o
2  3.420136e+09  NaN    51.0     d"
52,52,1433962992,44838391,2023-06-24 09:35:52,,0 days 00:06:02,2023-06-24 09:41:54,,False,,3628,7.5,False,100,52,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.433963e+09  NaN    52.0     o
2  4.483839e+07  NaN    52.0     d"
53,53,3905428979,1679761099,2023-06-24 09:36:08,,0 days 00:05:50,2023-06-24 09:41:58,,False,,3502,7.5,False,100,53,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.905429e+09  NaN    53.0     o
2  1.679761e+09  NaN    53.0     d"
54,54,1584013904,44829654,2023-06-24 09:36:36,,0 days 00:04:58,2023-06-24 09:41:34,,False,,2987,7.5,False,100,54,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.584014e+09  NaN    54.0     o
2  4.482965e+07  NaN    54.0     d"
55,55,1608998333,3773543334,2023-06-24 09:37:18,,0 days 00:05:17,2023-06-24 09:42:35,,False,,3173,7.5,False,100,55,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.608998e+09  NaN    55.0     o
2  3.773543e+09  NaN    55.0     d"
56,56,1402734947,2175715314,2023-06-24 09:38:43,,0 days 00:04:53,2023-06-24 09:43:36,,False,,2937,7.5,False,100,56,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN    56.0     o
2  2.175715e+09  NaN    56.0     d"
57,57,4407940597,1530303716,2023-06-24 09:39:10,,0 days 00:03:47,2023-06-24 09:42:57,,False,,2279,7.5,False,100,57,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.407941e+09  NaN    57.0     o
2  1.530304e+09  NaN    57.0     d"
58,58,44820007,1668136709,2023-06-24 09:39:51,,0 days 00:07:00,2023-06-24 09:46:51,,False,,4208,7.5,False,100,58,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.482001e+07  NaN    58.0     o
2  1.668137e+09  NaN    58.0     d"
59,59,565046992,2673589221,2023-06-24 09:40:59,,0 days 00:05:16,2023-06-24 09:46:15,,False,,3165,7.5,False,100,59,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.650470e+08  NaN    59.0     o
2  2.673589e+09  NaN    59.0     d"
60,60,643586572,44871804,2023-06-24 09:41:43,,0 days 00:05:44,2023-06-24 09:47:27,,False,,3443,7.5,False,100,60,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  643586572.0  NaN    60.0     o
2   44871804.0  NaN    60.0     d"
61,61,44763122,44855667,2023-06-24 09:42:25,,0 days 00:07:42,2023-06-24 09:50:07,,False,,4624,7.5,False,100,61,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44763122.0  NaN    61.0     o
2  44855667.0  NaN    61.0     d"
62,62,523511908,4301397894,2023-06-24 09:43:07,,0 days 00:04:42,2023-06-24 09:47:49,,False,,2828,7.5,False,100,62,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.235119e+08  NaN    62.0     o
2  4.301398e+09  NaN    62.0     d"
63,63,1679761155,5198175608,2023-06-24 09:45:47,,0 days 00:05:15,2023-06-24 09:51:02,,False,,3158,7.5,False,100,63,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN    63.0     o
2  5.198176e+09  NaN    63.0     d"
64,64,1402734957,1519890005,2023-06-24 09:46:40,,0 days 00:03:45,2023-06-24 09:50:25,,False,,2255,7.5,False,100,64,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN    64.0     o
2  1.519890e+09  NaN    64.0     d"
65,65,1679761088,1436427147,2023-06-24 09:47:27,,0 days 00:05:07,2023-06-24 09:52:34,,False,,3077,7.5,False,100,65,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN    65.0     o
2  1.436427e+09  NaN    65.0     d"
66,66,1530303711,44836988,2023-06-24 09:47:56,,0 days 00:03:28,2023-06-24 09:51:24,,False,,2084,7.5,False,100,66,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.530304e+09  NaN    66.0     o
2  4.483699e+07  NaN    66.0     d"
67,67,1668136745,44855652,2023-06-24 09:48:04,,0 days 00:06:33,2023-06-24 09:54:37,,False,,3939,7.5,False,100,67,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.668137e+09  NaN    67.0     o
2  4.485565e+07  NaN    67.0     d"
68,68,2804814348,3377240348,2023-06-24 09:48:30,,0 days 00:04:33,2023-06-24 09:53:03,,False,,2732,7.5,False,100,68,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.804814e+09  NaN    68.0     o
2  3.377240e+09  NaN    68.0     d"
69,69,1575265163,100302898,2023-06-24 09:48:56,,0 days 00:04:55,2023-06-24 09:53:51,,False,,2952,7.5,False,100,69,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.575265e+09  NaN    69.0     o
2  1.003029e+08  NaN    69.0     d"
70,70,663333161,44814383,2023-06-24 09:49:19,,0 days 00:03:22,2023-06-24 09:52:41,,False,,2024,7.5,False,100,70,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  663333161.0  NaN    70.0     o
2   44814383.0  NaN    70.0     d"
71,71,44820020,44869226,2023-06-24 09:50:43,,0 days 00:04:41,2023-06-24 09:55:24,,False,,2812,7.5,False,100,71,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44820020.0  NaN    71.0     o
2  44869226.0  NaN    71.0     d"
72,72,44831875,44814389,2023-06-24 09:50:46,,0 days 00:03:34,2023-06-24 09:54:20,,False,,2140,7.5,False,100,72,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44831875.0  NaN    72.0     o
2  44814389.0  NaN    72.0     d"
73,73,285743579,5124502146,2023-06-24 09:51:07,,0 days 00:06:12,2023-06-24 09:57:19,,False,,3724,7.5,False,100,73,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  2.857436e+08  NaN    73.0     o
2  5.124502e+09  NaN    73.0     d"
74,74,3720505062,620834410,2023-06-24 09:51:30,,0 days 00:03:31,2023-06-24 09:55:01,,False,,2111,7.5,False,100,74,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.720505e+09  NaN    74.0     o
2  6.208344e+08  NaN    74.0     d"
75,75,4810005054,1448535920,2023-06-24 09:52:34,,0 days 00:04:38,2023-06-24 09:57:12,,False,,2787,7.5,False,100,75,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.810005e+09  NaN    75.0     o
2  1.448536e+09  NaN    75.0     d"
76,76,1391531777,1516978187,2023-06-24 09:52:40,,0 days 00:07:00,2023-06-24 09:59:40,,False,,4203,7.5,False,100,76,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.391532e+09  NaN    76.0     o
2  1.516978e+09  NaN    76.0     d"
77,77,1519889795,44823290,2023-06-24 09:52:51,,0 days 00:06:42,2023-06-24 09:59:33,,False,,4021,7.5,False,100,77,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.519890e+09  NaN    77.0     o
2  4.482329e+07  NaN    77.0     d"
78,78,1435362415,44782008,2023-06-24 09:53:37,,0 days 00:05:05,2023-06-24 09:58:42,,False,,3055,7.5,False,100,78,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435362e+09  NaN    78.0     o
2  4.478201e+07  NaN    78.0     d"
79,79,4246176888,1569858134,2023-06-24 09:54:04,,0 days 00:03:46,2023-06-24 09:57:50,,False,,2267,7.5,False,100,79,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.246177e+09  NaN    79.0     o
2  1.569858e+09  NaN    79.0     d"
80,80,1505631026,44714412,2023-06-24 09:56:08,,0 days 00:08:37,2023-06-24 10:04:45,,False,,5178,7.5,False,100,80,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.505631e+09  NaN    80.0     o
2  4.471441e+07  NaN    80.0     d"
81,81,385474972,248191382,2023-06-24 09:56:22,,0 days 00:05:49,2023-06-24 10:02:11,,False,,3494,7.5,False,100,81,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  385474972.0  NaN    81.0     o
2  248191382.0  NaN    81.0     d"
82,82,1830058787,5264539946,2023-06-24 09:56:34,,0 days 00:04:19,2023-06-24 10:00:53,,False,,2595,7.5,False,100,82,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.830059e+09  NaN    82.0     o
2  5.264540e+09  NaN    82.0     d"
83,83,44852429,44821027,2023-06-24 09:57:18,,0 days 00:06:03,2023-06-24 10:03:21,,False,,3630,7.5,False,100,83,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44852429.0  NaN    83.0     o
2  44821027.0  NaN    83.0     d"
84,84,6631921600,839334890,2023-06-24 09:58:38,,0 days 00:05:19,2023-06-24 10:03:57,,False,,3195,7.5,False,100,84,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  6.631922e+09  NaN    84.0     o
2  8.393349e+08  NaN    84.0     d"
85,85,7472100999,44821045,2023-06-24 10:00:31,,0 days 00:07:53,2023-06-24 10:08:24,,False,,4732,7.5,False,100,85,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.472101e+09  NaN    85.0     o
2  4.482104e+07  NaN    85.0     d"
86,86,1435362462,1413910863,2023-06-24 10:00:44,,0 days 00:03:42,2023-06-24 10:04:26,,False,,2226,7.5,False,100,86,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.435362e+09  NaN    86.0     o
2  1.413911e+09  NaN    86.0     d"
87,87,1436427141,4968645020,2023-06-24 10:02:53,,0 days 00:03:54,2023-06-24 10:06:47,,False,,2341,7.5,False,100,87,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.436427e+09  NaN    87.0     o
2  4.968645e+09  NaN    87.0     d"
88,88,44814389,260123525,2023-06-24 10:03:21,,0 days 00:03:28,2023-06-24 10:06:49,,False,,2082,7.5,False,100,88,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44814389.0  NaN    88.0     o
2  260123525.0  NaN    88.0     d"
89,89,44736833,44821030,2023-06-24 10:03:36,,0 days 00:04:47,2023-06-24 10:08:23,,False,,2879,7.5,False,100,89,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44736833.0  NaN    89.0     o
2  44821030.0  NaN    89.0     d"
90,90,44821027,44841186,2023-06-24 10:04:34,,0 days 00:03:38,2023-06-24 10:08:12,,False,,2180,7.5,False,100,90,0,"         node time  req_id    od
0         NaN  NaN     NaN  None
1  44821027.0  NaN    90.0     o
2  44841186.0  NaN    90.0     d"
91,91,1449574126,44816467,2023-06-24 10:04:56,,0 days 00:03:37,2023-06-24 10:08:33,,False,,2171,7.5,False,100,91,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.449574e+09  NaN    91.0     o
2  4.481647e+07  NaN    91.0     d"
92,92,1513191904,44813594,2023-06-24 10:05:09,,0 days 00:04:59,2023-06-24 10:10:08,,False,,2997,7.5,False,100,92,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.513192e+09  NaN    92.0     o
2  4.481359e+07  NaN    92.0     d"
93,93,1402734813,7399789767,2023-06-24 10:05:57,,0 days 00:04:10,2023-06-24 10:10:07,,False,,2501,7.5,False,100,93,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.402735e+09  NaN    93.0     o
2  7.399790e+09  NaN    93.0     d"
94,94,1413910858,1391531777,2023-06-24 10:06:25,,0 days 00:03:59,2023-06-24 10:10:24,,False,,2396,7.5,False,100,94,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.413911e+09  NaN    94.0     o
2  1.391532e+09  NaN    94.0     d"
95,95,5159209866,1570983291,2023-06-24 10:06:46,,0 days 00:06:41,2023-06-24 10:13:27,,False,,4010,7.5,False,100,95,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  5.159210e+09  NaN    95.0     o
2  1.570983e+09  NaN    95.0     d"
96,96,107926427,44753930,2023-06-24 10:07:08,,0 days 00:05:16,2023-06-24 10:12:24,,False,,3165,7.5,False,100,96,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1  107926427.0  NaN    96.0     o
2   44753930.0  NaN    96.0     d"
97,97,1679761182,1410536808,2023-06-24 10:07:38,,0 days 00:04:41,2023-06-24 10:12:19,,False,,2816,7.5,False,100,97,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  1.679761e+09  NaN    97.0     o
2  1.410537e+09  NaN    97.0     d"
98,98,7399789770,1668136757,2023-06-24 10:08:21,,0 days 00:05:30,2023-06-24 10:13:51,,False,,3306,7.5,False,100,98,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  7.399790e+09  NaN    98.0     o
2  1.668137e+09  NaN    98.0     d"
99,99,44837714,1584562931,2023-06-24 10:09:49,,0 days 00:05:43,2023-06-24 10:15:32,,False,,3433,7.5,False,100,99,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  4.483771e+07  NaN    99.0     o
2  1.584563e+09  NaN    99.0     d"
100,100,44824163,484705817,2023-06-24 10:10:12,,0 days 00:04:34,2023-06-24 10:14:46,,False,,2742,7.5,False,100,100,0,"          node time  req_id    od
0          NaN  NaN     NaN  None
1   44824163.0  NaN   100.0     o
2  484705817.0  NaN   100.0     d"
101,101,3669180604,1402734618,2023-06-24 10:10:21,,0 days 00:07:52,2023-06-24 10:18:13,,False,,4721,7.5,False,100,101,0,"           node time  req_id    od
0           NaN  NaN     NaN  None
1  3.669181e+09  NaN   101.0     o
2  1.402735e+09  NaN   101.0     d"
